 x ; u
   0.0000000000000000       ;    0.0000000000000000     
  0.27639320225002101       ;    0.0000000000000000     
  0.72360679774997894       ;    0.0000000000000000     
   1.0000000000000000       ;    0.0000000000000000     
  0.72360679774997894       ;   0.27639320225002101     
  0.27639320225002101       ;   0.72360679774997894     
   0.0000000000000000       ;    1.0000000000000000     
   0.0000000000000000       ;   0.72360679774997894     
   0.0000000000000000       ;   0.27639320225002101     
  0.33333333333333331       ;   0.33333333333333331     
